15,3,0,1,0,0,0,0,3,2,1,1,2,0,0,0
1,67,1,5,1,1,0,0,5,13,2,1,0,0,1,2
0,1,21,4,0,0,0,1,1,1,1,3,0,0,0,0
0,0,3,65,0,1,0,1,8,9,4,10,0,0,0,0
0,1,0,1,0,0,0,0,1,1,0,1,0,1,0,0
0,4,1,1,0,0,0,0,0,0,0,1,0,0,0,0
0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,1,0,0,0,4,0,2,2,1,0,0,0,2
8,3,2,8,1,3,0,1,147,22,10,10,1,2,0,1
2,3,3,7,0,1,0,1,14,208,5,11,0,4,2,7
0,2,4,3,0,0,0,1,10,10,119,11,0,0,0,2
0,0,2,12,0,1,0,0,9,6,7,147,0,1,1,9
0,1,0,0,0,0,0,0,1,0,1,4,13,3,0,1
0,2,0,1,0,0,0,1,2,1,1,2,0,26,0,4
0,3,0,0,0,1,1,0,0,0,1,4,0,1,16,3
0,0,0,2,0,0,0,0,2,1,4,2,0,2,0,37
