11,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0
1,37,2,3,0,0,0,0,7,6,5,2,0,3,2,0
0,1,11,0,0,0,1,0,0,0,0,2,0,0,1,0
1,5,1,50,0,0,1,3,7,3,6,4,1,1,2,1
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,1
4,13,1,14,0,1,1,3,134,27,22,11,3,7,3,4
7,20,3,9,1,1,2,2,38,202,7,17,1,10,5,4
2,8,8,4,1,2,0,0,11,7,99,16,3,1,5,3
2,7,5,16,2,1,1,0,15,14,15,135,3,2,3,7
0,1,0,2,2,1,0,0,1,4,0,0,12,0,0,0
0,1,1,0,0,0,0,0,2,0,1,1,1,14,0,1
0,1,1,1,0,0,0,1,0,0,1,2,0,0,7,0
0,1,1,1,0,0,0,1,0,0,2,1,0,2,2,28
