12,3,0,1,1,0,0,2,3,5,1,0,0,1,1,0
0,18,0,1,0,0,0,0,3,4,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0
0,4,1,39,0,0,0,1,5,5,3,3,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,2,0,1,1,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,14,1,0,0,0,0,0,0
0,0,1,0,0,0,0,0,1,23,2,0,0,0,0,0
8,35,19,32,2,5,2,5,93,88,146,45,4,10,21,22
2,5,6,17,1,0,0,0,15,21,4,132,2,2,1,11
4,26,1,8,2,2,1,3,73,110,4,10,18,8,1,6
2,2,1,0,0,0,1,0,7,6,1,1,0,19,0,3
0,2,0,1,0,0,0,0,0,1,0,1,0,0,4,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
