1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,10,1,3,0,0,0,0,1,1,1,0,0,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2,0,10,0,0,0,0,1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,13,3,21,0,2,0,3,106,16,26,11,7,4,6,8
19,60,18,40,4,2,5,9,99,243,60,60,12,34,16,26
0,6,3,0,0,0,1,0,1,2,60,4,1,1,5,3
2,4,9,26,2,3,0,1,7,3,13,117,4,1,2,12
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
